"catalog_number","pollinator_family","pollinator_genus","pollinator_species","pollinator_sex","plant_sp_code","plant_species","collection_method","pantrap_colour","collector_number","day_collected","month_collected","year_collected","time_of_day_collected","location_description","location_name","habitat","latitude","longitude","basis_of_record","location_specimen","study_director","study"
"SFU747490","Colletidae","Colletes","kincaidii","F","HODI","Holodiscus discolor","net",NA,17,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747491","Apidae","Bombus","vosnesenskii","F","LAVE","Lavendula","net",NA,17,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747492","Apidae","Apis","mellifera","F","ESCA","Escallonia","net",NA,17,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747493","Apidae","Melissodes","microsticta","M","ASTER","Aster","net",NA,17,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747494","Megachilidae","Megachile","rotundata","F","ASTER","Aster","net",NA,17,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747495","Apidae","Apis","mellifera","F","ASTER","Aster","net",NA,17,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747582","Apidae","Melissodes","microsticta","F","CESP","Centaurea sp.","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park, Esquimalt","HC","Garry Oak and Associated Ecosystems",48.435778,-123.406917,"specimen","SFU","Wray","OS_NT_2012"
"SFU747583","Andrenidae","Andrena","rufosignata","F","PETRO","Petroselinum hortense","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747584","Apidae","Bombus","flavifrons","M","GASH","Gaultheria shallon","net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park (Forest), Victoria CRD","TL-F","Garry Oak and Associated Ecosystems",48.4697222222222,-123.465,"specimen","SFU","Wray","OS_NT_2012"
"SFU747585","Apidae","Bombus","flavifrons","M","GASH","Gaultheria shallon","net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park (Forest), Victoria CRD","TL-F","Garry Oak and Associated Ecosystems",48.4697222222222,-123.465,"specimen","SFU","Wray","OS_NT_2012"
"SFU747586","Apidae","Bombus","mixtus","M","GASH","Gaultheria shallon","net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park (Forest), Victoria CRD","TL-F","Garry Oak and Associated Ecosystems",48.4697222222222,-123.465,"specimen","SFU","Wray","OS_NT_2012"
"SFU747587","Apidae","Bombus","flavifrons","M","GASH","Gaultheria shallon","net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park (Forest), Victoria CRD","TL-F","Garry Oak and Associated Ecosystems",48.4697222222222,-123.465,"specimen","SFU","Wray","OS_NT_2012"
"SFU747588","Megachilidae","Coelioxys","rufitarsis","M","GRIN","Grindelia integrifolia","net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","SFU","Wray","OS_NT_2012"
"SFU747589","Halictidae","Lasioglossum","zonulum","M","GRIN","Grindelia integrifolia","net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","DERME","Wray","OS_NT_2012"
"SFU747590","Apidae","Bombus","mixtus","F","LAVA","Lavatera","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747591","Megachilidae","Hoplitis","sp. 1","F","TRRE","Trifolium repens","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU795996","Andrenidae","Andrena","angustitarsata","F","LOUT","Lomatium utriculatum","net",NA,16,22,"Apr",2015,NA,"Beacon Hill Park, Victoria","BC","Garry Oak",48.409715,-123.362835,"specimen","SFU","Gillespie","GO_NT_2014_2015"
"SFU747592","Megachilidae","Osmia","albolateralis","F","TRRE","Trifolium repens","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747593","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747594","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747595","Apidae","Bombus","vosnesenskii","M","ESCA","Escallonia","net",NA,30,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747596","Apidae","Apis","mellifera","F","ESCA","Escallonia","net",NA,30,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747597","Apidae","Apis","mellifera","F","ESCA","Escallonia","net",NA,30,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747598","Apidae","Bombus","mixtus","F","STAC","Stachys bizantia","net",NA,30,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747599","Megachilidae","Dianthidium","subparvum","M","ASTER","Aster","net",NA,30,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747600","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747601","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747602","Apidae","Ceratina","acantha","M","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747603","Apidae","Bombus","bifarius","M","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747604","Megachilidae","Heriades","carinatus","M","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747605","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747606","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747607","Halictidae","Halictus","rubicundus","F","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747608","Apidae","Bombus","bifarius","M","HYRA","Hypochaeris radicata","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747609","Apidae","Bombus","sitkensis","M","SYAL","Symphoricarpus albus","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747610","Vespidae","Dolichovespula","maculata",NA,"SYAL","Symphoricarpus albus","net",NA,30,25,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747611","Apidae","Bombus","californicus","F","GERG","Geranium (garden)","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747612","Apidae","Bombus","californicus","M","GERG","Geranium (garden)","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747613","Apidae","Bombus","flavifrons","F","FUSC","Fuschia","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747614","Apidae","Bombus","californicus","F","FUSC","Fuschia","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747615","Apidae","Bombus","californicus","F","HYDR","Hydrangea","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747616","Apidae","Bombus","vosnesenskii","F","HYDR","Hydrangea","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747617","Halictidae","Halictus","rubicundus","F","HYDR","Hydrangea","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747618","Apidae","Apis","mellifera","F","LAVE","Lavendula","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747619","Apidae","Bombus","vosnesenskii","M","LAVE","Lavendula","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747620","Apidae","Bombus","californicus","F","LAVE","Lavendula","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747621","Apidae","Bombus","vosnesenskii","F","LAVE","Lavendula","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747622","Apidae","Bombus","mixtus","M","LAVE","Lavendula","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747623","Apidae","Bombus","flavifrons","M","TRAD","Tradescanthia","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747624","Megachilidae","Megachile","perihirta","F","SEDUM","Sedum","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747625","Apidae","Bombus","vosnesenskii","M","LIPU","Linaria purpurea","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747626","Andrenidae","Andrena","trevoris","F","SYAL","Symphoricarpus albus","net",NA,30,9,"Jul",2012,NA,"Little Saanich Mountain, NRCan","LSM","Garry Oak and Associated Ecosystems",48.520446,-123.420315,"specimen","SFU","Wray","OS_NT_2012"
"SFU747627","Andrenidae","Andrena","crataegi","F","HODI","Holodiscus discolor","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747628","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747629","Vespidae","Dolichovespula","arenaria","M","SYAL","Symphoricarpus albus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747630","Vespidae","Dolichovespula","arenaria","F","SYAL","Symphoricarpus albus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747631","Apidae","Bombus","bifarius","M","SYAL","Symphoricarpus albus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747632","Apidae","Bombus","flavifrons","F","SYAL","Symphoricarpus albus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747633","Bombylidae","Exoprosopa","dorcadion","F","HYRA","Hypochaeris radicata","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747634","Apidae","Apis","mellifera","F","HYRA","Hypochaeris radicata","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747635","Megachilidae","Heriades","carinatus","M","HYRA","Hypochaeris radicata","net",NA,30,9,"Jul",2012,NA,"Christmas Hill Nature Sanctuary, Saanich","XH","Garry Oak and Associated Ecosystems",48.47379,-123.376587,"specimen","SFU","Wray","OS_NT_2012"
"SFU747636","Megachilidae","Osmia","pusilla","F","TRRE","Trifolium repens","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747637","Apidae","Apis","mellifera","F","CAMP","Campanula","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747638","Apidae","Apis","mellifera","F","CAMP","Campanula","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747639","Apidae","Apis","mellifera","F","CAMP","Campanula","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747640","Apidae","Bombus","bifarius","F","CAMP","Campanula","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747641","Apidae","Apis","mellifera","F","HYPER","Hypericum","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747642","Apidae","Apis","mellifera","F","HYPER","Hypericum","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747643","Megachilidae","Anthidium","manicatum","F","STAC","Stachys bizantia","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747644","Halictidae","Halictus","confusus","F","ISOT","Isotoma fluviatilis","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747645","Bombylidae","Systoechus","oreas","M","THYM","Thymus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747646","Megachilidae","Megachile","perihirta","F","THYM","Thymus","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747647","Apidae","Apis","mellifera","F","LAVE","Lavendula","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747648","Megachilidae","Anthidium","manicatum","M","LAVE","Lavendula","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747649","Megachilidae","Anthidium","manicatum","F","LIPU","Linaria purpurea","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747650","Megachilidae","Anthidium","manicatum","F","LIPU","Linaria purpurea","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747651","Megachilidae","Anthidium","manicatum","M","LIPU","Linaria purpurea","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747652","Megachilidae","Anthidium","manicatum","F","LIPU","Linaria purpurea","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747653","Megachilidae","Dianthidium","subparvum","F","ASTER","Aster","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747654","Megachilidae","Heriades","carinatus","M","ASTER","Aster","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747655","Bombylidae","Exoprosopa","dorcadion","F","ASTER","Aster","net",NA,30,9,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747656","Halictidae","Lasioglossum","sisymbrii","M","GRIN","Grindelia integrifolia","net",NA,17,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","SFU","Wray","OS_NT_2012"
"SFU747657","Megachilidae","Coelioxys","rufitarsis","F","GRIN","Grindelia integrifolia","net",NA,17,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","SFU","Wray","OS_NT_2012"
"SFU747658","Halictidae","Lasioglossum","incompletum","F","GRIN","Grindelia integrifolia","net",NA,17,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","SFU","Wray","OS_NT_2012"
"SFU747659","Megachilidae","Megachile","perihirta","M","GRIN","Grindelia integrifolia","net",NA,17,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","SFU","Wray","OS_NT_2012"
"SFU747660","Halictidae","Lasioglossum","sp. A","M","HYRA","Hypochaeris radicata","net",NA,17,24,"Jul",2012,NA,"Thetis Lake Regional Park, nr. Victoria","TL","Garry Oak and Associated Ecosystems",48.466917,-123.466278,"specimen","SFU","Wray","OS_NT_2012"
"SFU747661","Halictidae","Halictus","rubicundus","F","SOCA","Solidago canadensis","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747662","Halictidae","Halictus","rubicundus","F","SOCA","Solidago canadensis","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747663","Apidae","Melissodes","microsticta","F","SOCA","Solidago canadensis","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747664","Colletidae","Colletes","kincaidii","F","SOCA","Solidago canadensis","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747665","Vespidae","Dolichovespula","arenaria","F","SOCA","Solidago canadensis","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","DERME","Wray","OS_NT_2012"
"SFU747666","Apidae","Bombus","californicus","F","COVA","Coronilla varia","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747667","Apidae","Bombus","californicus","F","COVA","Coronilla varia","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747668","Halictidae","Lasioglossum","sp. 3","F","HYRA","Hypochaeris radicata","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747669","Halictidae","Agapostemon","texanus","F","RUDB","Rudbeckia","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747670","Apidae","Apis","mellifera","F","SEDUM","Sedum","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747671","Apidae","Bombus","vosnesenskii","F","OCBA","Ocimum basilicum","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747672","Syrphidae","Merodon
Merodon","equestris","M","OCBA","Ocimum basilicum","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747673","Megachilidae","Megachile","perihirta","M","HELI","Helianthus","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
